"","cod_pais","region","sub_reg1","sub_reg2","fecha","tiendas_y_ocio","supermercados_y_farmacias","parques","estaciones_de_transporte_publico","lugares_de_trabajo","zonas_residenciales","dia_semana","dia","n_mes","mes"
"1","AR","Argentina","","",2020-02-15,1,-3,-3,4,-1,0,"sabado",15,2,"mayo"
"2","AR","Argentina","","",2020-02-16,-6,-6,-14,-2,-4,2,"domingo",16,2,"mayo"
"3","AR","Argentina","","",2020-02-17,-10,-8,-23,-2,7,1,"lunes",17,2,"mayo"
"4","AR","Argentina","","",2020-02-18,3,3,-2,9,9,-1,"martes",18,2,"mayo"
"5","AR","Argentina","","",2020-02-19,1,0,10,8,11,-2,"miercoles",19,2,"mayo"
"6","AR","Argentina","","",2020-02-20,0,0,-8,7,9,-1,"jueves",20,2,"mayo"
"7","AR","Argentina","","",2020-02-21,3,4,-9,9,9,-1,"viernes",21,2,"mayo"
"8","AR","Argentina","","",2020-02-22,6,5,4,7,-1,0,"sabado",22,2,"mayo"
"9","AR","Argentina","","",2020-02-23,14,8,18,5,-2,0,"domingo",23,2,"mayo"
"10","AR","Argentina","","",2020-02-24,-10,-16,26,-27,-54,6,"lunes",24,2,"mayo"
"11","AR","Argentina","","",2020-02-25,-20,-17,1,-28,-50,7,"martes",25,2,"mayo"
"12","AR","Argentina","","",2020-02-26,1,2,5,9,13,-2,"miercoles",26,2,"mayo"
"13","AR","Argentina","","",2020-02-27,-1,0,-5,8,12,0,"jueves",27,2,"mayo"
"14","AR","Argentina","","",2020-02-28,3,2,-8,8,13,-1,"viernes",28,2,"mayo"
"15","AR","Argentina","","",2020-02-29,5,5,-8,6,2,1,"sabado",29,2,"mayo"
"16","AR","Argentina","","",2020-03-01,-3,3,-11,1,-2,2,"domingo",1,3,NA
"17","AR","Argentina","","",2020-03-02,1,4,-8,7,16,-1,"lunes",2,3,NA
"18","AR","Argentina","","",2020-03-03,0,5,-6,8,16,-1,"martes",3,3,NA
"19","AR","Argentina","","",2020-03-04,-1,3,-1,8,18,-2,"miercoles",4,3,NA
"20","AR","Argentina","","",2020-03-05,1,4,-9,10,18,-1,"jueves",5,3,NA
"21","AR","Argentina","","",2020-03-06,6,8,-7,12,18,-2,"viernes",6,3,NA
"22","AR","Argentina","","",2020-03-07,5,7,-10,8,3,1,"sabado",7,3,NA
"23","AR","Argentina","","",2020-03-08,3,4,-12,3,-2,2,"domingo",8,3,NA
"24","AR","Argentina","","",2020-03-09,1,5,-9,13,15,-1,"lunes",9,3,NA
"25","AR","Argentina","","",2020-03-10,3,8,-9,14,18,-2,"martes",10,3,NA
"26","AR","Argentina","","",2020-03-11,-16,-7,-24,-6,15,0,"miercoles",11,3,NA
"27","AR","Argentina","","",2020-03-12,-4,8,-16,10,18,-1,"jueves",12,3,NA
"28","AR","Argentina","","",2020-03-13,-5,10,-17,7,18,-1,"viernes",13,3,NA
"29","AR","Argentina","","",2020-03-14,-19,5,-40,-19,-4,7,"sabado",14,3,NA
"30","AR","Argentina","","",2020-03-15,-29,17,-44,-17,-10,9,"domingo",15,3,NA
"31","AR","Argentina","","",2020-03-16,-27,8,-39,-17,1,6,"lunes",16,3,NA
"32","AR","Argentina","","",2020-03-17,-41,-11,-54,-32,-12,11,"martes",17,3,NA
"33","AR","Argentina","","",2020-03-18,-43,-11,-49,-35,-19,12,"miercoles",18,3,NA
"34","AR","Argentina","","",2020-03-19,-42,5,-55,-35,-24,13,"jueves",19,3,NA
"35","AR","Argentina","","",2020-03-20,-78,-40,-80,-72,-61,29,"viernes",20,3,NA
"36","AR","Argentina","","",2020-03-21,-83,-49,-85,-75,-57,28,"sabado",21,3,NA
"37","AR","Argentina","","",2020-03-22,-87,-61,-90,-81,-58,27,"domingo",22,3,NA
"38","AR","Argentina","","",2020-03-23,-88,-64,-88,-85,-79,32,"lunes",23,3,NA
"39","AR","Argentina","","",2020-03-24,-88,-64,-88,-85,-79,31,"martes",24,3,NA
"40","AR","Argentina","","",2020-03-25,-82,-50,-82,-77,-68,28,"miercoles",25,3,NA
"41","AR","Argentina","","",2020-03-26,-83,-52,-84,-77,-68,30,"jueves",26,3,NA
"42","AR","Argentina","","",2020-03-27,-81,-49,-82,-75,-67,32,"viernes",27,3,NA
"43","AR","Argentina","","",2020-03-28,-82,-48,-84,-75,-59,29,"sabado",28,3,NA
"44","AR","Argentina","","",2020-03-29,-86,-61,-89,-80,-57,27,"domingo",29,3,NA
"45","AR","Argentina","","",2020-03-30,-81,-51,-83,-77,-68,28,"lunes",30,3,NA
"46","AR","Argentina","","",2020-03-31,-85,-59,-85,-82,-76,30,"martes",31,3,NA
"47","AR","Argentina","","",2020-04-01,-79,-46,-79,-75,-64,27,"miercoles",1,4,"abril"
"48","AR","Argentina","","",2020-04-02,-79,-47,-81,-74,-64,29,"jueves",2,4,"abril"
"49","AR","Argentina","","",2020-04-03,-77,-41,-78,-71,-62,31,"viernes",3,4,"abril"
"50","AR","Argentina","","",2020-04-04,-77,-41,-81,-71,-54,27,"sabado",4,4,"abril"
"51","AR","Argentina","","",2020-04-05,-83,-54,-87,-76,-52,26,"domingo",5,4,"abril"
"52","AR","Argentina","","",2020-04-06,-75,-41,-77,-70,-60,26,"lunes",6,4,"abril"
"53","AR","Argentina","","",2020-04-07,-82,-30,-72,-64,-59,25,"martes",7,4,"abril"
"54","AR","Argentina","","",2020-04-08,-82,-28,-69,-63,-58,24,"miercoles",8,4,"abril"
"55","AR","Argentina","","",2020-04-09,-83,-30,-75,-67,-63,27,"jueves",9,4,"abril"
"56","AR","Argentina","","",2020-04-10,-90,-58,-85,-79,-76,35,"viernes",10,4,"abril"
"57","AR","Argentina","","",2020-04-11,-84,-34,-80,-67,-52,27,"sabado",11,4,"abril"
"58","AR","Argentina","","",2020-04-12,-87,-51,-86,-74,-49,25,"domingo",12,4,"abril"
"59","AR","Argentina","","",2020-04-13,-83,-40,-74,-67,-55,25,"lunes",13,4,"abril"
"60","AR","Argentina","","",2020-04-14,-81,-31,-70,-63,-54,24,"martes",14,4,"abril"
"61","AR","Argentina","","",2020-04-15,-81,-31,-70,-62,-53,24,"miercoles",15,4,"abril"
"62","AR","Argentina","","",2020-04-16,-83,-31,-92,-61,-53,26,"jueves",16,4,"abril"
"63","AR","Argentina","","",2020-04-17,-83,-29,-92,-61,-52,28,"viernes",17,4,"abril"
"64","AR","Argentina","","",2020-04-18,-85,-36,-94,-65,-45,26,"sabado",18,4,"abril"
"65","AR","Argentina","","",2020-04-19,-89,-53,-95,-73,-48,25,"domingo",19,4,"abril"
"66","AR","Argentina","","",2020-04-20,-83,-37,-92,-62,-49,24,"lunes",20,4,"abril"
"67","AR","Argentina","","",2020-04-21,-82,-34,-92,-61,-50,23,"martes",21,4,"abril"
"68","AR","Argentina","","",2020-04-22,-83,-34,-91,-61,-49,23,"miercoles",22,4,"abril"
"69","AR","Argentina","","",2020-04-23,-83,-35,-92,-62,-49,24,"jueves",23,4,"abril"
"70","AR","Argentina","","",2020-04-24,-83,-34,-92,-63,-48,27,"viernes",24,4,"abril"
"71","AR","Argentina","","",2020-04-25,-86,-39,-94,-68,-44,26,"sabado",25,4,"abril"
"72","AR","Argentina","","",2020-04-26,-88,-52,-95,-72,-47,25,"domingo",26,4,"abril"
"73","AR","Argentina","","",2020-04-27,-84,-40,-93,-64,-47,24,"lunes",27,4,"abril"
"74","AR","Argentina","","",2020-04-28,-84,-41,-92,-68,-49,20,"martes",28,4,"abril"
"75","AR","Argentina","","",2020-04-29,-80,-27,-90,-57,-44,21,"miercoles",29,4,"abril"
"76","AR","Argentina","","",2020-04-30,-75,-20,-90,-56,-44,22,"jueves",30,4,"abril"
"77","AR","Argentina","","",2020-05-01,-90,-71,-94,-78,-73,33,"viernes",1,5,NA
"78","AR","Argentina","","",2020-05-02,-79,-26,-93,-60,-39,24,"sabado",2,5,NA
"79","AR","Argentina","","",2020-05-03,-86,-48,-95,-71,-42,24,"domingo",3,5,NA
"80","AR","Argentina","","",2020-05-04,-77,-32,-91,-61,-42,21,"lunes",4,5,NA
"81","AR","Argentina","","",2020-05-05,-76,-28,-90,-58,-43,21,"martes",5,5,NA
"82","AR","Argentina","","",2020-05-06,-75,-25,-89,-55,-40,20,"miercoles",6,5,NA
"83","AR","Argentina","","",2020-05-07,-73,-23,-89,-55,-40,21,"jueves",7,5,NA
"84","AR","Argentina","","",2020-05-08,-72,-18,-89,-53,-38,23,"viernes",8,5,NA
"85","AR","Argentina","","",2020-05-09,-75,-20,-91,-53,-31,21,"sabado",9,5,NA
"86","AR","Argentina","","",2020-05-10,-82,-41,-93,-65,-35,21,"domingo",10,5,NA
"87","AR","Argentina","","",2020-05-11,-71,-24,-88,-53,-36,19,"lunes",11,5,NA
"88","AR","Argentina","","",2020-05-12,-70,-21,-88,-51,-36,19,"martes",12,5,NA
"89","AR","Argentina","","",2020-05-13,-70,-22,-87,-52,-35,19,"miercoles",13,5,NA
"90","AR","Argentina","","",2020-05-14,-70,-23,-88,-53,-35,18,"jueves",14,5,NA
"91","AR","Argentina","","",2020-05-15,-70,-18,-88,-52,-34,22,"viernes",15,5,NA
"92","AR","Argentina","","",2020-05-16,-72,-19,-89,-51,-27,20,"sabado",16,5,NA
"93","AR","Argentina","","",2020-05-17,-80,-40,-91,-63,-30,20,"domingo",17,5,NA
"94","AR","Argentina","","",2020-05-18,-69,-24,-88,-53,-32,18,"lunes",18,5,NA
"95","AR","Argentina","","",2020-05-19,-68,-22,-87,-52,-33,18,"martes",19,5,NA
"96","AR","Argentina","","",2020-05-20,-69,-24,-86,-54,-33,18,"miercoles",20,5,NA
"97","AR","Argentina","","",2020-05-21,-71,-27,-88,-57,-35,21,"jueves",21,5,NA
"98","AR","Argentina","","",2020-05-22,-70,-22,-88,-55,-33,22,"viernes",22,5,NA
"99","AR","Argentina","","",2020-05-23,-70,-16,-89,-51,-24,20,"sabado",23,5,NA
"100","AR","Argentina","","",2020-05-24,-79,-35,-90,-62,-29,20,"domingo",24,5,NA
"101","AR","Argentina","","",2020-05-25,-83,-53,-90,-73,-65,25,"lunes",25,5,NA
"102","AR","Argentina","","",2020-05-26,-67,-22,-86,-53,-30,17,"martes",26,5,NA
"103","AR","Argentina","","",2020-05-27,-68,-22,-84,-54,-30,18,"miercoles",27,5,NA
"104","AR","Argentina","","",2020-05-28,-68,-23,-86,-53,-30,19,"jueves",28,5,NA
"105","AR","Argentina","","",2020-05-29,-67,-18,-86,-52,-29,21,"viernes",29,5,NA
"106","AR","Argentina","","",2020-05-30,-71,-19,-89,-54,-22,20,"sabado",30,5,NA
"107","AR","Argentina","","",2020-05-31,-79,-39,-90,-65,-27,20,"domingo",31,5,NA
"108","AR","Argentina","","",2020-06-01,-67,-24,-87,-54,-29,18,"lunes",1,6,NA
"109","AR","Argentina","","",2020-06-02,-66,-20,-85,-52,-29,17,"martes",2,6,NA
"110","AR","Argentina","","",2020-06-03,-67,-21,-85,-53,-28,17,"miercoles",3,6,NA
"111","AR","Argentina","","",2020-06-04,-67,-21,-86,-53,-29,18,"jueves",4,6,NA
"112","AR","Argentina","","",2020-06-05,-65,-16,-85,-52,-28,20,"viernes",5,6,NA
"113","AR","Argentina","","",2020-06-06,-66,-12,-86,-50,-19,18,"sabado",6,6,NA
"114","AR","Argentina","","",2020-06-07,-75,-33,-88,-61,-22,18,"domingo",7,6,NA
"115","AR","Argentina","","",2020-06-08,-62,-17,-84,-51,-26,17,"lunes",8,6,NA
"116","AR","Argentina","","",2020-06-09,-61,-16,-83,-49,-26,16,"martes",9,6,NA
"117","AR","Argentina","","",2020-06-10,-60,-14,-80,-49,-25,16,"miercoles",10,6,NA
"118","AR","Argentina","","",2020-06-11,-60,-15,-82,-48,-26,17,"jueves",11,6,NA
"119","AR","Argentina","","",2020-06-12,-59,-11,-82,-48,-24,18,"viernes",12,6,NA
"120","AR","Argentina","","",2020-06-13,-61,-10,-85,-47,-16,17,"sabado",13,6,NA
"121","AR","Argentina","","",2020-06-14,-71,-29,-85,-59,-18,17,"domingo",14,6,NA
"122","AR","Argentina","","",2020-06-15,-75,-40,-85,-68,-58,23,"lunes",15,6,NA
"123","AR","Argentina","","",2020-06-16,-56,-11,-81,-46,-24,15,"martes",16,6,NA
"124","AR","Argentina","","",2020-06-17,-60,-16,-81,-49,-26,16,"miercoles",17,6,NA
"125","AR","Argentina","","",2020-06-18,-60,-17,-83,-51,-26,17,"jueves",18,6,NA
"126","AR","Argentina","","",2020-06-19,-56,-7,-82,-49,-24,17,"viernes",19,6,NA
"127","AR","Argentina","","",2020-06-20,-59,-4,-83,-45,-23,17,"sabado",20,6,NA
"128","AR","Argentina","","",2020-06-21,-71,-33,-86,-58,-5,15,"domingo",21,6,NA
"129","AR","Argentina","","",2020-06-22,-62,-25,-84,-55,-28,17,"lunes",22,6,NA
"130","AR","Argentina","","",2020-06-23,-61,-21,-83,-54,-28,17,"martes",23,6,NA
"131","AR","Argentina","","",2020-06-24,-62,-21,-83,-53,-27,17,"miercoles",24,6,NA
"132","AR","Argentina","","",2020-06-25,-62,-20,-84,-52,-27,18,"jueves",25,6,NA
"133","AR","Argentina","","",2020-06-26,-60,-14,-84,-51,-25,19,"viernes",26,6,NA
"134","AR","Argentina","","",2020-06-27,-61,-12,-84,-47,-17,18,"sabado",27,6,NA
"135","AR","Argentina","","",2020-06-28,-72,-33,-86,-61,-20,19,"domingo",28,6,NA
"136","AR","Argentina","","",2020-06-29,-59,-21,-84,-52,-27,17,"lunes",29,6,NA
"137","AR","Argentina","","",2020-06-30,-60,-23,-84,-55,-29,17,"martes",30,6,NA
"138","AR","Argentina","","",2020-07-01,-62,-20,-82,-59,-29,17,"miercoles",1,7,NA
"139","AR","Argentina","","",2020-07-02,-61,-19,-83,-58,-29,18,"jueves",2,7,NA
"140","AR","Argentina","","",2020-07-03,-59,-13,-82,-56,-27,19,"viernes",3,7,NA
"141","AR","Argentina","","",2020-07-04,-60,-12,-83,-54,-18,18,"sabado",4,7,NA
"142","AR","Argentina","","",2020-07-05,-70,-31,-83,-62,-20,18,"domingo",5,7,NA
"143","AR","Argentina","","",2020-07-06,-59,-19,-83,-56,-28,17,"lunes",6,7,NA
"144","AR","Argentina","","",2020-07-07,-58,-16,-83,-54,-29,17,"martes",7,7,NA
"145","AR","Argentina","","",2020-07-08,-53,-6,-78,-50,-26,15,"miercoles",8,7,NA
"146","AR","Argentina","","",2020-07-09,-72,-37,-83,-67,-57,23,"jueves",9,7,NA
"147","AR","Argentina","","",2020-07-10,-65,-23,-84,-65,-50,24,"viernes",10,7,NA
"148","AR","Argentina","","",2020-07-11,-59,-12,-82,-52,-19,18,"sabado",11,7,NA
"149","AR","Argentina","","",2020-07-12,-70,-34,-83,-62,-20,18,"domingo",12,7,NA
"150","AR","Argentina","","",2020-07-13,-56,-16,-81,-54,-27,16,"lunes",13,7,NA
"151","AR","Argentina","","",2020-07-14,-55,-15,-79,-53,-28,16,"martes",14,7,NA
"152","AR","Argentina","","",2020-07-15,-56,-14,-77,-53,-26,16,"miercoles",15,7,NA
"153","AR","Argentina","","",2020-07-16,-57,-18,-79,-55,-28,17,"jueves",16,7,NA
"154","AR","Argentina","","",2020-07-17,-54,-9,-79,-51,-25,18,"viernes",17,7,NA
"155","AR","Argentina","","",2020-07-18,-56,-10,-79,-51,-16,16,"sabado",18,7,NA
"156","AR","Argentina","","",2020-07-19,-65,-27,-80,-57,-16,16,"domingo",19,7,NA
"157","AR","Argentina","","",2020-07-20,-51,-14,-79,-49,-24,14,"lunes",20,7,NA
"158","AR","Argentina","","",2020-07-21,-57,-20,-81,-53,-28,15,"martes",21,7,NA
"159","AR","Argentina","","",2020-07-22,-59,-21,-80,-54,-27,16,"miercoles",22,7,NA
"160","AR","Argentina","","",2020-07-23,-61,-25,-84,-57,-29,18,"jueves",23,7,NA
"161","AR","Argentina","","",2020-07-24,-57,-16,-81,-53,-26,19,"viernes",24,7,NA
"162","AR","Argentina","","",2020-07-25,-57,-12,-79,-48,-16,17,"sabado",25,7,NA
"163","AR","Argentina","","",2020-07-26,-67,-30,-79,-58,-18,17,"domingo",26,7,NA
"164","AR","Argentina","","",2020-07-27,-55,-19,-80,-53,-25,16,"lunes",27,7,NA
"165","AR","Argentina","","",2020-07-28,-54,-17,-78,-51,-26,15,"martes",28,7,NA
"166","AR","Argentina","","",2020-07-29,-54,-17,-74,-51,-25,15,"miercoles",29,7,NA
"167","AR","Argentina","","",2020-07-30,-56,-19,-78,-51,-26,17,"jueves",30,7,NA
"168","AR","Argentina","","",2020-07-31,-53,-13,-76,-50,-24,17,"viernes",31,7,NA
"169","AR","Argentina","","",2020-08-01,-53,-9,-75,-45,-15,16,"sabado",1,8,"febrero"
"170","AR","Argentina","","",2020-08-02,-63,-26,-73,-56,-17,16,"domingo",2,8,"febrero"
"171","AR","Argentina","","",2020-08-03,-54,-17,-76,-50,-24,15,"lunes",3,8,"febrero"
"172","AR","Argentina","","",2020-08-04,-52,-14,-73,-48,-25,14,"martes",4,8,"febrero"
"173","AR","Argentina","","",2020-08-05,-52,-13,-71,-49,-24,14,"miercoles",5,8,"febrero"
"174","AR","Argentina","","",2020-08-06,-55,-17,-78,-52,-26,16,"jueves",6,8,"febrero"
"175","AR","Argentina","","",2020-08-07,-54,-14,-79,-53,-25,18,"viernes",7,8,"febrero"
"176","AR","Argentina","","",2020-08-08,-53,-8,-77,-45,-14,16,"sabado",8,8,"febrero"
"177","AR","Argentina","","",2020-08-09,-65,-28,-78,-59,-19,17,"domingo",9,8,"febrero"
"178","AR","Argentina","","",2020-08-10,-50,-14,-76,-49,-24,15,"lunes",10,8,"febrero"
"179","AR","Argentina","","",2020-08-11,-50,-12,-74,-48,-25,15,"martes",11,8,"febrero"
"180","AR","Argentina","","",2020-08-12,-50,-13,-72,-48,-24,14,"miercoles",12,8,"febrero"
"181","AR","Argentina","","",2020-08-13,-50,-13,-73,-48,-24,16,"jueves",13,8,"febrero"
"182","AR","Argentina","","",2020-08-14,-48,-8,-74,-46,-23,17,"viernes",14,8,"febrero"
"183","AR","Argentina","","",2020-08-15,-45,1,-72,-38,-13,15,"sabado",15,8,"febrero"
"184","AR","Argentina","","",2020-08-16,-57,-19,-72,-50,-12,15,"domingo",16,8,"febrero"
"185","AR","Argentina","","",2020-08-17,-68,-40,-68,-65,-60,21,"lunes",17,8,"febrero"
"186","AR","Argentina","","",2020-08-18,-51,-13,-74,-48,-23,14,"martes",18,8,"febrero"
"187","AR","Argentina","","",2020-08-19,-55,-18,-77,-52,-24,15,"miercoles",19,8,"febrero"
"188","AR","Argentina","","",2020-08-20,-55,-19,-75,-51,-24,16,"jueves",20,8,"febrero"
"189","AR","Argentina","","",2020-08-21,-52,-11,-73,-48,-22,17,"viernes",21,8,"febrero"
"190","AR","Argentina","","",2020-08-22,-52,-9,-71,-43,-13,15,"sabado",22,8,"febrero"
"191","AR","Argentina","","",2020-08-23,-64,-29,-72,-54,-18,16,"domingo",23,8,"febrero"
"192","AR","Argentina","","",2020-08-24,-53,-19,-73,-49,-23,15,"lunes",24,8,"febrero"
"193","AR","Argentina","","",2020-08-25,-54,-20,-75,-51,-25,15,"martes",25,8,"febrero"
"194","AR","Argentina","","",2020-08-26,-57,-22,-76,-54,-24,15,"miercoles",26,8,"febrero"
"195","AR","Argentina","","",2020-08-27,-54,-20,-72,-49,-24,15,"jueves",27,8,"febrero"
"196","AR","Argentina","","",2020-08-28,-53,-15,-73,-49,-22,17,"viernes",28,8,"febrero"
"197","AR","Argentina","","",2020-08-29,-57,-16,-79,-50,-16,17,"sabado",29,8,"febrero"
"198","AR","Argentina","","",2020-08-30,-65,-31,-73,-54,-20,17,"domingo",30,8,"febrero"
"199","AR","Argentina","","",2020-08-31,-55,-22,-77,-51,-25,15,"lunes",31,8,"febrero"
"200","AR","Argentina","","",2020-09-01,-56,-21,-78,-52,-27,16,"martes",1,9,NA
"201","AR","Argentina","","",2020-09-02,-61,-28,-79,-62,-29,17,"miercoles",2,9,NA
"202","AR","Argentina","","",2020-09-03,-55,-17,-75,-51,-26,16,"jueves",3,9,NA
"203","AR","Argentina","","",2020-09-04,-51,-11,-73,-47,-24,17,"viernes",4,9,NA
"204","AR","Argentina","","",2020-09-05,-51,-6,-71,-41,-15,15,"sabado",5,9,NA
"205","AR","Argentina","","",2020-09-06,-65,-29,-74,-54,-22,17,"domingo",6,9,NA
"206","AR","Argentina","","",2020-09-07,-51,-15,-72,-48,-27,15,"lunes",7,9,NA
"207","AR","Argentina","","",2020-09-08,-50,-13,-70,-46,-26,14,"martes",8,9,NA
"208","AR","Argentina","","",2020-09-09,-52,-15,-70,-48,-25,13,"miercoles",9,9,NA
"209","AR","Argentina","","",2020-09-10,-51,-16,-70,-46,-26,14,"jueves",10,9,NA
"210","AR","Argentina","","",2020-09-11,-50,-13,-71,-46,-24,16,"viernes",11,9,NA
"211","AR","Argentina","","",2020-09-12,-51,-11,-70,-41,-15,14,"sabado",12,9,NA
"212","AR","Argentina","","",2020-09-13,-62,-29,-69,-50,-20,15,"domingo",13,9,NA
"213","AR","Argentina","","",2020-09-14,-51,-19,-71,-48,-24,14,"lunes",14,9,NA
"214","AR","Argentina","","",2020-09-15,-50,-16,-71,-47,-25,14,"martes",15,9,NA
"215","AR","Argentina","","",2020-09-16,-51,-17,-66,-46,-24,14,"miercoles",16,9,NA
"216","AR","Argentina","","",2020-09-17,-52,-20,-69,-47,-25,15,"jueves",17,9,NA
"217","AR","Argentina","","",2020-09-18,-50,-13,-69,-45,-23,16,"viernes",18,9,NA
"218","AR","Argentina","","",2020-09-19,-51,-10,-69,-41,-15,15,"sabado",19,9,NA
"219","AR","Argentina","","",2020-09-20,-62,-29,-68,-50,-20,16,"domingo",20,9,NA
"220","AR","Argentina","","",2020-09-21,-51,-19,-69,-48,-27,15,"lunes",21,9,NA
"221","AR","Argentina","","",2020-09-22,-52,-17,-69,-46,-24,14,"martes",22,9,NA
"222","AR","Argentina","","",2020-09-23,-54,-17,-66,-47,-23,14,"miercoles",23,9,NA
"223","AR","Argentina","","",2020-09-24,-56,-21,-71,-48,-25,15,"jueves",24,9,NA
"224","AR","Argentina","","",2020-09-25,-57,-19,-76,-51,-24,18,"viernes",25,9,NA
"225","AR","Argentina","","",2020-09-26,-59,-19,-78,-53,-18,17,"sabado",26,9,NA
"226","AR","Argentina","","",2020-09-27,-70,-36,-80,-59,-23,18,"domingo",27,9,NA
"227","AR","Argentina","","",2020-09-28,-60,-32,-69,-47,-28,15,"lunes",28,9,NA
"228","AR","Argentina","","",2020-09-29,-51,-12,-68,-45,-23,13,"martes",29,9,NA
"229","AR","Argentina","","",2020-09-30,-53,-16,-65,-45,-23,13,"miercoles",30,9,NA
"230","AR","Argentina","","",2020-10-01,-54,-16,-71,-48,-22,14,"jueves",1,10,NA
"231","AR","Argentina","","",2020-10-02,-52,-10,-72,-45,-21,15,"viernes",2,10,NA
"232","AR","Argentina","","",2020-10-03,-53,-9,-74,-40,-14,14,"sabado",3,10,NA
"233","AR","Argentina","","",2020-10-04,-67,-32,-78,-54,-22,16,"domingo",4,10,NA
"234","AR","Argentina","","",2020-10-05,-51,-13,-70,-43,-22,13,"lunes",5,10,NA
"235","AR","Argentina","","",2020-10-06,-47,-8,-65,-39,-21,12,"martes",6,10,NA
"236","AR","Argentina","","",2020-10-07,-48,-8,-61,-39,-20,11,"miercoles",7,10,NA
"237","AR","Argentina","","",2020-10-08,-48,-8,-66,-40,-20,13,"jueves",8,10,NA
"238","AR","Argentina","","",2020-10-09,-47,-6,-66,-39,-19,14,"viernes",9,10,NA
"239","AR","Argentina","","",2020-10-10,-46,-4,-64,-32,-9,12,"sabado",10,10,NA
"240","AR","Argentina","","",2020-10-11,-60,-25,-69,-47,-17,14,"domingo",11,10,NA
"241","AR","Argentina","","",2020-10-12,-64,-35,-60,-57,-58,19,"lunes",12,10,NA
"242","AR","Argentina","","",2020-10-13,-46,-8,-65,-37,-20,12,"martes",13,10,NA
"243","AR","Argentina","","",2020-10-14,-47,-8,-63,-38,-19,12,"miercoles",14,10,NA
"244","AR","Argentina","","",2020-10-15,-47,-8,-66,-40,-20,13,"jueves",15,10,NA
"245","AR","Argentina","","",2020-10-16,-43,0,-63,-36,-18,14,"viernes",16,10,NA
"246","AR","Argentina","","",2020-10-17,-41,6,-65,-29,-10,12,"sabado",17,10,NA
"247","AR","Argentina","","",2020-10-18,-56,-26,-70,-38,3,10,"domingo",18,10,NA
"248","AR","Argentina","","",2020-10-19,-56,-25,-74,-49,-23,15,"lunes",19,10,NA
"249","AR","Argentina","","",2020-10-20,-53,-16,-73,-49,-24,15,"martes",20,10,NA
"250","AR","Argentina","","",2020-10-21,-52,-15,-70,-44,-20,14,"miercoles",21,10,NA
"251","AR","Argentina","","",2020-10-22,-55,-19,-74,-50,-23,16,"jueves",22,10,NA
"252","AR","Argentina","","",2020-10-23,-48,-8,-67,-39,-18,15,"viernes",23,10,NA
"253","AR","Argentina","","",2020-10-24,-48,-8,-64,-33,-9,13,"sabado",24,10,NA
"254","AR","Argentina","","",2020-10-25,-68,-36,-79,-57,-23,17,"domingo",25,10,NA
"255","AR","Argentina","","",2020-10-26,-48,-12,-64,-39,-19,13,"lunes",26,10,NA
"256","AR","Argentina","","",2020-10-27,-46,-11,-61,-37,-19,12,"martes",27,10,NA
"257","AR","Argentina","","",2020-10-28,-51,-17,-69,-44,-19,13,"miercoles",28,10,NA
"258","AR","Argentina","","",2020-10-29,-49,-16,-67,-42,-18,13,"jueves",29,10,NA
"259","AR","Argentina","","",2020-10-30,-46,-10,-64,-39,-16,13,"viernes",30,10,NA
"260","AR","Argentina","","",2020-10-31,-44,-6,-59,-32,-7,11,"sabado",31,10,NA
"261","AR","Argentina","","",2020-11-01,-54,-25,-56,-40,-13,11,"domingo",1,11,NA
"262","AR","Argentina","","",2020-11-02,-47,-14,-63,-40,-19,12,"lunes",2,11,NA
"263","AR","Argentina","","",2020-11-03,-43,-9,-62,-39,-18,11,"martes",3,11,NA
"264","AR","Argentina","","",2020-11-04,-45,-9,-60,-40,-16,11,"miercoles",4,11,NA
"265","AR","Argentina","","",2020-11-05,-44,-8,-62,-39,-16,11,"jueves",5,11,NA
"266","AR","Argentina","","",2020-11-06,-41,-4,-61,-38,-15,12,"viernes",6,11,NA
"267","AR","Argentina","","",2020-11-07,-40,-4,-58,-30,-6,10,"sabado",7,11,NA
"268","AR","Argentina","","",2020-11-08,-53,-23,-58,-39,-12,11,"domingo",8,11,NA
"269","AR","Argentina","","",2020-11-09,-44,-10,-65,-40,-17,11,"lunes",9,11,NA
"270","AR","Argentina","","",2020-11-10,-41,-6,-59,-36,-16,10,"martes",10,11,NA
"271","AR","Argentina","","",2020-11-11,-42,-8,-57,-38,-15,10,"miercoles",11,11,NA
"272","AR","Argentina","","",2020-11-12,-44,-10,-61,-39,-15,11,"jueves",12,11,NA
"273","AR","Argentina","","",2020-11-13,-41,-7,-60,-38,-14,11,"viernes",13,11,NA
"274","AR","Argentina","","",2020-11-14,-43,-8,-66,-34,-8,11,"sabado",14,11,NA
"275","AR","Argentina","","",2020-11-15,-51,-22,-55,-38,-10,10,"domingo",15,11,NA
"276","AR","Argentina","","",2020-11-16,-43,-11,-61,-39,-16,11,"lunes",16,11,NA
"277","AR","Argentina","","",2020-11-17,-43,-10,-60,-38,-16,10,"martes",17,11,NA
"278","AR","Argentina","","",2020-11-18,-43,-10,-58,-39,-14,10,"miercoles",18,11,NA
"279","AR","Argentina","","",2020-11-19,-42,-11,-60,-38,-14,11,"jueves",19,11,NA
"280","AR","Argentina","","",2020-11-20,-39,-4,-59,-36,-12,11,"viernes",20,11,NA
"281","AR","Argentina","","",2020-11-21,-38,-3,-56,-28,-4,8,"sabado",21,11,NA
