"","cod_pais","region","sub_reg1","sub_reg2","fecha","tiendas_y_ocio","supermercados_y_farmacias","parques","estaciones_de_transporte_publico","lugares_de_trabajo","zonas_residenciales","dia_semana","dia","n_mes","mes"
"3212","UY","Uruguay","","",2020-11-24,-33,-18,-46,-26,5,5,"martes",24,11,NA
"3213","UY","Uruguay","","",2020-11-25,-33,-18,-52,-31,1,7,"miercoles",25,11,NA
"3214","UY","Uruguay","","",2020-11-26,-29,-17,-43,-26,0,5,"jueves",26,11,NA
"3215","UY","Uruguay","","",2020-11-27,-24,-13,-41,-24,5,4,"viernes",27,11,NA
"3216","UY","Uruguay","","",2020-11-28,-33,-18,-52,-34,-11,8,"sabado",28,11,NA
"3217","UY","Uruguay","","",2020-11-29,-33,-17,-42,-38,-18,8,"domingo",29,11,NA
"3218","UY","Uruguay","","",2020-11-30,-27,-14,-46,-26,6,5,"lunes",30,11,NA
"3219","UY","Uruguay","","",2020-12-01,-26,-10,-40,-23,6,4,"martes",1,12,"marzo"
"3220","UY","Uruguay","","",2020-12-02,-25,-4,-46,-22,4,5,"miercoles",2,12,"marzo"
"3221","UY","Uruguay","","",2020-12-03,-22,-5,-38,-22,2,5,"jueves",3,12,"marzo"
"3222","UY","Uruguay","","",2020-12-04,-22,-2,-47,-24,2,5,"viernes",4,12,"marzo"
"3223","UY","Uruguay","","",2020-12-05,-19,-3,-43,-26,-8,6,"sabado",5,12,"marzo"
"3224","UY","Uruguay","","",2020-12-06,-27,-8,-41,-36,-17,8,"domingo",6,12,"marzo"
"3225","UY","Uruguay","","",2020-12-07,-19,-5,-38,-23,-2,5,"lunes",7,12,"marzo"
"3226","UY","Uruguay","","",2020-12-08,-23,-5,-36,-24,1,5,"martes",8,12,"marzo"
"3227","UY","Uruguay","","",2020-12-09,-22,-6,-34,-22,0,5,"miercoles",9,12,"marzo"
"3228","UY","Uruguay","","",2020-12-10,-24,-8,-32,-22,-2,5,"jueves",10,12,"marzo"
"3229","UY","Uruguay","","",2020-12-11,-23,-6,-41,-24,-5,6,"viernes",11,12,"marzo"
"3230","UY","Uruguay","","",2020-12-12,-25,-9,-36,-26,-9,6,"sabado",12,12,"marzo"
"3231","UY","Uruguay","","",2020-12-13,-40,-19,-60,-48,-21,12,"domingo",13,12,"marzo"
"3232","UY","Uruguay","","",2020-12-14,-19,-7,-33,-21,-3,6,"lunes",14,12,"marzo"
"3233","UY","Uruguay","","",2020-12-15,-28,-10,-46,-28,-5,7,"martes",15,12,"marzo"
"3234","UY","Uruguay","","",2020-12-16,-21,-6,-36,-22,-4,6,"miercoles",16,12,"marzo"
"3235","UY","Uruguay","","",2020-12-17,-23,-8,-33,-22,-6,6,"jueves",17,12,"marzo"
"3236","UY","Uruguay","","",2020-12-18,-19,-3,-34,-23,-5,6,"viernes",18,12,"marzo"
"3237","UY","Uruguay","","",2020-12-19,-23,-6,-48,-32,-10,9,"sabado",19,12,"marzo"
"3238","UY","Uruguay","","",2020-12-20,-26,-5,-51,-40,-15,11,"domingo",20,12,"marzo"
"3239","UY","Uruguay","","",2020-12-21,-7,4,-33,-18,-6,5,"lunes",21,12,"marzo"
"3240","UY","Uruguay","","",2020-12-22,-10,6,-28,-18,-8,4,"martes",22,12,"marzo"
"3241","UY","Uruguay","","",2020-12-23,-3,25,-28,-13,-10,3,"miercoles",23,12,"marzo"
"3242","UY","Uruguay","","",2020-12-24,-29,12,-45,-36,-36,8,"jueves",24,12,"marzo"
"3243","UY","Uruguay","","",2020-12-25,-78,-74,-48,-69,-74,17,"viernes",25,12,"marzo"
"3244","UY","Uruguay","","",2020-12-26,-40,-25,-37,-40,-24,10,"sabado",26,12,"marzo"
"3245","UY","Uruguay","","",2020-12-27,-41,-24,-41,-44,-19,11,"domingo",27,12,"marzo"
"3246","UY","Uruguay","","",2020-12-28,-24,-11,-33,-29,-18,8,"lunes",28,12,"marzo"
"3247","UY","Uruguay","","",2020-12-29,-27,-9,-30,-33,-20,8,"martes",29,12,"marzo"
"3248","UY","Uruguay","","",2020-12-30,-20,13,-41,-25,-20,7,"miercoles",30,12,"marzo"
"3249","UY","Uruguay","","",2020-12-31,-37,11,-42,-37,-40,8,"jueves",31,12,"marzo"
"3250","UY","Uruguay","","",2021-01-01,-76,-73,-34,-70,-75,17,"viernes",1,1,"junio"
"3251","UY","Uruguay","","",2021-01-02,-39,-20,-17,-36,-28,8,"sabado",2,1,"junio"
"3252","UY","Uruguay","","",2021-01-03,-36,-17,-21,-37,-20,8,"domingo",3,1,"junio"
"3253","UY","Uruguay","","",2021-01-04,-20,-2,-22,-28,-27,8,"lunes",4,1,"junio"
"3254","UY","Uruguay","","",2021-01-05,-19,6,-29,-22,-28,8,"martes",5,1,"junio"
"3255","UY","Uruguay","","",2021-01-06,-39,-9,-30,-36,-46,14,"miercoles",6,1,"junio"
"3256","UY","Uruguay","","",2021-01-07,-28,-5,-18,-23,-28,8,"jueves",7,1,"junio"
"3257","UY","Uruguay","","",2021-01-08,-30,-6,-25,-26,-28,9,"viernes",8,1,"junio"
"3258","UY","Uruguay","","",2021-01-09,-33,-10,-35,-29,-17,8,"sabado",9,1,"junio"
"3259","UY","Uruguay","","",2021-01-10,-36,-14,-20,-33,-17,7,"domingo",10,1,"junio"
"3260","UY","Uruguay","","",2021-01-11,-36,-14,-51,-32,-27,11,"lunes",11,1,"junio"
"3261","UY","Uruguay","","",2021-01-12,-31,-9,-32,-25,-23,7,"martes",12,1,"junio"
"3262","UY","Uruguay","","",2021-01-13,-32,-12,-33,-27,-24,6,"miercoles",13,1,"junio"
"3263","UY","Uruguay","","",2021-01-14,-37,-18,-32,-31,-27,6,"jueves",14,1,"junio"
"3264","UY","Uruguay","","",2021-01-15,-40,-20,-45,-35,-28,7,"viernes",15,1,"junio"
"3265","UY","Uruguay","","",2021-01-16,-41,-22,-42,-38,-22,8,"sabado",16,1,"junio"
"3266","UY","Uruguay","","",2021-01-17,-44,-22,-50,-46,-23,9,"domingo",17,1,"junio"
"3267","UY","Uruguay","","",2021-01-18,-33,-17,-32,-28,-24,6,"lunes",18,1,"junio"
"3268","UY","Uruguay","","",2021-01-19,-37,-19,-26,-29,-25,6,"martes",19,1,"junio"
"3269","UY","Uruguay","","",2021-01-20,-35,-16,-29,-28,-24,6,"miercoles",20,1,"junio"
"3270","UY","Uruguay","","",2021-01-21,-38,-20,-27,-30,-25,7,"jueves",21,1,"junio"
"3271","UY","Uruguay","","",2021-01-22,-37,-18,-31,-30,-24,6,"viernes",22,1,"junio"
"3272","UY","Uruguay","","",2021-01-23,-39,-21,-22,-31,-19,5,"sabado",23,1,"junio"
"3273","UY","Uruguay","","",2021-01-24,-42,-22,-23,-37,-20,6,"domingo",24,1,"junio"
"3274","UY","Uruguay","","",2021-01-25,-37,-21,-29,-29,-22,6,"lunes",25,1,"junio"
"3275","UY","Uruguay","","",2021-01-26,-42,-24,-38,-32,-23,7,"martes",26,1,"junio"
"3276","UY","Uruguay","","",2021-01-27,-37,-19,-38,-30,-21,7,"miercoles",27,1,"junio"
"3277","UY","Uruguay","","",2021-01-28,-39,-22,-34,-31,-22,7,"jueves",28,1,"junio"
"3278","UY","Uruguay","","",2021-01-29,-36,-17,-38,-32,-21,7,"viernes",29,1,"junio"
"3279","UY","Uruguay","","",2021-01-30,-47,-25,-57,-45,-19,9,"sabado",30,1,"junio"
"3280","UY","Uruguay","","",2021-01-31,-46,-19,-60,-50,-21,11,"domingo",31,1,"junio"
"3281","UY","Uruguay","","",2021-02-01,-37,-19,-52,-35,-19,7,"lunes",1,2,"mayo"
"3282","UY","Uruguay","","",2021-02-02,-33,-10,-44,-27,-16,5,"martes",2,2,"mayo"
"3283","UY","Uruguay","","",2021-02-03,-39,-17,-60,-32,-18,8,"miercoles",3,2,"mayo"
"3284","UY","Uruguay","","",2021-02-04,-31,-11,-42,-26,-17,5,"jueves",4,2,"mayo"
"3285","UY","Uruguay","","",2021-02-05,-27,-6,-39,-22,-15,4,"viernes",5,2,"mayo"
"3286","UY","Uruguay","","",2021-02-06,-29,-10,-28,-24,-13,3,"sabado",6,2,"mayo"
"3287","UY","Uruguay","","",2021-02-07,-34,-16,-27,-32,-16,5,"domingo",7,2,"mayo"
"3288","UY","Uruguay","","",2021-02-08,-33,-15,-51,-28,-17,6,"lunes",8,2,"mayo"
"3289","UY","Uruguay","","",2021-02-09,-33,-14,-45,-25,-15,5,"martes",9,2,"mayo"
"3290","UY","Uruguay","","",2021-02-10,-29,-9,-42,-22,-15,5,"miercoles",10,2,"mayo"
"3291","UY","Uruguay","","",2021-02-11,-37,-19,-54,-30,-17,7,"jueves",11,2,"mayo"
"3292","UY","Uruguay","","",2021-02-12,-30,-8,-51,-24,-16,5,"viernes",12,2,"mayo"
"3293","UY","Uruguay","","",2021-02-13,-27,-7,-37,-26,-15,3,"sabado",13,2,"mayo"
"3294","UY","Uruguay","","",2021-02-14,-29,-12,-36,-35,-16,7,"domingo",14,2,"mayo"
"3295","UY","Uruguay","","",2021-02-15,-35,-15,-27,-33,-45,9,"lunes",15,2,"mayo"
"3296","UY","Uruguay","","",2021-02-16,-46,-23,-49,-41,-46,10,"martes",16,2,"mayo"
"3297","UY","Uruguay","","",2020-02-15,8,3,8,6,2,-1,"sabado",15,2,"mayo"
"3298","UY","Uruguay","","",2020-02-16,1,-1,1,-1,-3,1,"domingo",16,2,"mayo"
"3299","UY","Uruguay","","",2020-02-17,-2,-2,-12,-1,5,2,"lunes",17,2,"mayo"
"3300","UY","Uruguay","","",2020-02-18,1,1,-7,0,5,0,"martes",18,2,"mayo"
"3301","UY","Uruguay","","",2020-02-19,7,4,3,6,6,-1,"miercoles",19,2,"mayo"
"3302","UY","Uruguay","","",2020-02-20,4,0,-1,6,5,0,"jueves",20,2,"mayo"
"3303","UY","Uruguay","","",2020-02-21,1,3,-13,2,7,0,"viernes",21,2,"mayo"
"3304","UY","Uruguay","","",2020-02-22,2,1,-15,-2,0,0,"sabado",22,2,"mayo"
"3305","UY","Uruguay","","",2020-02-23,-1,-7,-15,-12,-2,3,"domingo",23,2,"mayo"
"3306","UY","Uruguay","","",2020-02-24,-24,-17,-6,-24,-45,8,"lunes",24,2,"mayo"
"3307","UY","Uruguay","","",2020-02-25,-29,-16,-27,-25,-44,6,"martes",25,2,"mayo"
"3308","UY","Uruguay","","",2020-02-26,-3,0,-6,-1,0,0,"miercoles",26,2,"mayo"
"3309","UY","Uruguay","","",2020-02-27,-2,-4,5,2,1,1,"jueves",27,2,"mayo"
"3310","UY","Uruguay","","",2020-02-28,0,3,2,2,3,0,"viernes",28,2,"mayo"
"3311","UY","Uruguay","","",2020-02-29,9,10,2,0,1,1,"sabado",29,2,"mayo"
"3312","UY","Uruguay","","",2020-03-01,-3,3,0,-8,-8,4,"domingo",1,3,NA
"3313","UY","Uruguay","","",2020-03-02,10,13,7,7,13,0,"lunes",2,3,NA
"3314","UY","Uruguay","","",2020-03-03,10,19,8,12,16,-2,"martes",3,3,NA
"3315","UY","Uruguay","","",2020-03-04,11,18,3,14,18,-2,"miercoles",4,3,NA
"3316","UY","Uruguay","","",2020-03-05,10,11,9,14,19,-2,"jueves",5,3,NA
"3317","UY","Uruguay","","",2020-03-06,12,15,11,15,22,-3,"viernes",6,3,NA
"3318","UY","Uruguay","","",2020-03-07,22,17,7,10,6,0,"sabado",7,3,NA
"3319","UY","Uruguay","","",2020-03-08,19,16,16,2,-3,3,"domingo",8,3,NA
"3320","UY","Uruguay","","",2020-03-09,9,13,-4,14,22,-1,"lunes",9,3,NA
"3321","UY","Uruguay","","",2020-03-10,9,12,-1,14,21,-3,"martes",10,3,NA
"3322","UY","Uruguay","","",2020-03-11,4,8,-13,12,20,-2,"miercoles",11,3,NA
"3323","UY","Uruguay","","",2020-03-12,6,8,3,11,18,-1,"jueves",12,3,NA
"3324","UY","Uruguay","","",2020-03-13,4,21,6,12,22,-3,"viernes",13,3,NA
"3325","UY","Uruguay","","",2020-03-14,-24,8,-47,-23,-3,9,"sabado",14,3,NA
"3326","UY","Uruguay","","",2020-03-15,-31,4,-45,-30,-11,12,"domingo",15,3,NA
"3327","UY","Uruguay","","",2020-03-16,-28,-5,-33,-23,-3,9,"lunes",16,3,NA
"3328","UY","Uruguay","","",2020-03-17,-42,-15,-50,-34,-15,12,"martes",17,3,NA
"3329","UY","Uruguay","","",2020-03-18,-54,-17,-65,-45,-28,17,"miercoles",18,3,NA
"3330","UY","Uruguay","","",2020-03-19,-57,-23,-62,-46,-32,19,"jueves",19,3,NA
"3331","UY","Uruguay","","",2020-03-20,-54,-19,-52,-43,-32,20,"viernes",20,3,NA
"3332","UY","Uruguay","","",2020-03-21,-61,-26,-60,-51,-28,18,"sabado",21,3,NA
"3333","UY","Uruguay","","",2020-03-22,-72,-40,-72,-64,-33,21,"domingo",22,3,NA
"3334","UY","Uruguay","","",2020-03-23,-59,-29,-62,-51,-38,20,"lunes",23,3,NA
"3335","UY","Uruguay","","",2020-03-24,-63,-38,-64,-54,-42,21,"martes",24,3,NA
"3336","UY","Uruguay","","",2020-03-25,-63,-37,-67,-55,-44,22,"miercoles",25,3,NA
"3337","UY","Uruguay","","",2020-03-26,-65,-41,-64,-56,-45,23,"jueves",26,3,NA
"3338","UY","Uruguay","","",2020-03-27,-64,-36,-63,-56,-43,24,"viernes",27,3,NA
"3339","UY","Uruguay","","",2020-03-28,-68,-37,-71,-60,-35,20,"sabado",28,3,NA
"3340","UY","Uruguay","","",2020-03-29,-74,-43,-72,-68,-35,22,"domingo",29,3,NA
"3341","UY","Uruguay","","",2020-03-30,-62,-37,-64,-56,-44,22,"lunes",30,3,NA
"3342","UY","Uruguay","","",2020-03-31,-63,-35,-68,-58,-46,21,"martes",31,3,NA
"3343","UY","Uruguay","","",2020-04-01,-65,-36,-71,-59,-48,23,"miercoles",1,4,"abril"
"3344","UY","Uruguay","","",2020-04-02,-58,-27,-65,-54,-47,22,"jueves",2,4,"abril"
"3345","UY","Uruguay","","",2020-04-03,-54,-20,-58,-49,-44,23,"viernes",3,4,"abril"
"3346","UY","Uruguay","","",2020-04-04,-57,-19,-62,-52,-34,19,"sabado",4,4,"abril"
"3347","UY","Uruguay","","",2020-04-05,-69,-34,-73,-64,-35,21,"domingo",5,4,"abril"
"3348","UY","Uruguay","","",2020-04-06,-58,-27,-65,-54,-54,24,"lunes",6,4,"abril"
"3349","UY","Uruguay","","",2020-04-07,-58,-26,-66,-54,-55,23,"martes",7,4,"abril"
"3350","UY","Uruguay","","",2020-04-08,-57,-23,-67,-53,-56,23,"miercoles",8,4,"abril"
"3351","UY","Uruguay","","",2020-04-09,-64,-28,-68,-59,-64,26,"jueves",9,4,"abril"
"3352","UY","Uruguay","","",2020-04-10,-76,-38,-71,-69,-71,31,"viernes",10,4,"abril"
"3353","UY","Uruguay","","",2020-04-11,-66,-24,-66,-59,-44,21,"sabado",11,4,"abril"
"3354","UY","Uruguay","","",2020-04-12,-69,-30,-71,-62,-32,20,"domingo",12,4,"abril"
"3355","UY","Uruguay","","",2020-04-13,-50,-27,-60,-49,-39,20,"lunes",13,4,"abril"
"3356","UY","Uruguay","","",2020-04-14,-62,-38,-71,-59,-44,22,"martes",14,4,"abril"
"3357","UY","Uruguay","","",2020-04-15,-54,-25,-64,-50,-40,20,"miercoles",15,4,"abril"
"3358","UY","Uruguay","","",2020-04-16,-53,-29,-58,-47,-39,20,"jueves",16,4,"abril"
"3359","UY","Uruguay","","",2020-04-17,-52,-25,-55,-47,-37,21,"viernes",17,4,"abril"
"3360","UY","Uruguay","","",2020-04-18,-53,-21,-55,-49,-27,17,"sabado",18,4,"abril"
"3361","UY","Uruguay","","",2020-04-19,-62,-30,-60,-58,-29,19,"domingo",19,4,"abril"
"3362","UY","Uruguay","","",2020-04-20,-48,-27,-52,-46,-34,18,"lunes",20,4,"abril"
"3363","UY","Uruguay","","",2020-04-21,-51,-29,-58,-47,-35,18,"martes",21,4,"abril"
"3364","UY","Uruguay","","",2020-04-22,-51,-28,-58,-46,-35,18,"miercoles",22,4,"abril"
"3365","UY","Uruguay","","",2020-04-23,-52,-32,-54,-46,-35,19,"jueves",23,4,"abril"
"3366","UY","Uruguay","","",2020-04-24,-54,-29,-59,-49,-34,20,"viernes",24,4,"abril"
"3367","UY","Uruguay","","",2020-04-25,-59,-30,-71,-54,-28,19,"sabado",25,4,"abril"
"3368","UY","Uruguay","","",2020-04-26,-62,-31,-62,-57,-28,19,"domingo",26,4,"abril"
"3369","UY","Uruguay","","",2020-04-27,-50,-30,-58,-47,-32,19,"lunes",27,4,"abril"
"3370","UY","Uruguay","","",2020-04-28,-61,-41,-70,-57,-38,21,"martes",28,4,"abril"
"3371","UY","Uruguay","","",2020-04-29,-47,-18,-55,-42,-32,17,"miercoles",29,4,"abril"
"3372","UY","Uruguay","","",2020-04-30,-41,-2,-51,-39,-32,15,"jueves",30,4,"abril"
"3373","UY","Uruguay","","",2020-05-01,-87,-79,-73,-79,-79,32,"viernes",1,5,NA
"3374","UY","Uruguay","","",2020-05-02,-46,-12,-50,-44,-26,16,"sabado",2,5,NA
"3375","UY","Uruguay","","",2020-05-03,-55,-25,-51,-52,-23,16,"domingo",3,5,NA
"3376","UY","Uruguay","","",2020-05-04,-42,-24,-54,-43,-28,17,"lunes",4,5,NA
"3377","UY","Uruguay","","",2020-05-05,-45,-21,-59,-44,-30,17,"martes",5,5,NA
"3378","UY","Uruguay","","",2020-05-06,-41,-14,-55,-39,-30,16,"miercoles",6,5,NA
"3379","UY","Uruguay","","",2020-05-07,-38,-17,-44,-35,-29,16,"jueves",7,5,NA
"3380","UY","Uruguay","","",2020-05-08,-34,-8,-39,-33,-25,16,"viernes",8,5,NA
"3381","UY","Uruguay","","",2020-05-09,-31,0,-35,-32,-16,13,"sabado",9,5,NA
"3382","UY","Uruguay","","",2020-05-10,-42,-9,-38,-38,-13,13,"domingo",10,5,NA
"3383","UY","Uruguay","","",2020-05-11,-34,-16,-43,-34,-24,15,"lunes",11,5,NA
"3384","UY","Uruguay","","",2020-05-12,-37,-17,-42,-34,-25,14,"martes",12,5,NA
"3385","UY","Uruguay","","",2020-05-13,-37,-16,-45,-34,-25,15,"miercoles",13,5,NA
"3386","UY","Uruguay","","",2020-05-14,-38,-21,-43,-35,-25,15,"jueves",14,5,NA
"3387","UY","Uruguay","","",2020-05-15,-39,-16,-46,-36,-23,16,"viernes",15,5,NA
"3388","UY","Uruguay","","",2020-05-16,-33,-9,-27,-34,-13,12,"sabado",16,5,NA
"3389","UY","Uruguay","","",2020-05-17,-43,-19,-34,-42,-15,14,"domingo",17,5,NA
"3390","UY","Uruguay","","",2020-05-18,-39,-24,-36,-41,-40,17,"lunes",18,5,NA
"3391","UY","Uruguay","","",2020-05-19,-35,-19,-33,-33,-22,13,"martes",19,5,NA
"3392","UY","Uruguay","","",2020-05-20,-35,-15,-33,-31,-23,13,"miercoles",20,5,NA
"3393","UY","Uruguay","","",2020-05-21,-49,-32,-59,-45,-28,17,"jueves",21,5,NA
"3394","UY","Uruguay","","",2020-05-22,-46,-23,-57,-43,-24,18,"viernes",22,5,NA
"3395","UY","Uruguay","","",2020-05-23,-38,-10,-45,-38,-15,14,"sabado",23,5,NA
"3396","UY","Uruguay","","",2020-05-24,-47,-20,-48,-44,-17,15,"domingo",24,5,NA
"3397","UY","Uruguay","","",2020-05-25,-42,-26,-55,-41,-23,16,"lunes",25,5,NA
"3398","UY","Uruguay","","",2020-05-26,-42,-26,-52,-39,-20,14,"martes",26,5,NA
"3399","UY","Uruguay","","",2020-05-27,-36,-19,-39,-33,-20,13,"miercoles",27,5,NA
"3400","UY","Uruguay","","",2020-05-28,-37,-23,-34,-34,-21,14,"jueves",28,5,NA
"3401","UY","Uruguay","","",2020-05-29,-35,-15,-36,-32,-18,14,"viernes",29,5,NA
"3402","UY","Uruguay","","",2020-05-30,-32,-7,-32,-32,-10,11,"sabado",30,5,NA
"3403","UY","Uruguay","","",2020-05-31,-59,-26,-74,-56,-22,17,"domingo",31,5,NA
"3404","UY","Uruguay","","",2020-06-01,-36,-18,-50,-36,-17,15,"lunes",1,6,NA
"3405","UY","Uruguay","","",2020-06-02,-30,-10,-37,-29,-16,12,"martes",2,6,NA
"3406","UY","Uruguay","","",2020-06-03,-29,-9,-37,-26,-16,12,"miercoles",3,6,NA
"3407","UY","Uruguay","","",2020-06-04,-29,-12,-35,-27,-18,13,"jueves",4,6,NA
"3408","UY","Uruguay","","",2020-06-05,-29,-5,-41,-29,-15,13,"viernes",5,6,NA
"3409","UY","Uruguay","","",2020-06-06,-36,-8,-57,-39,-14,14,"sabado",6,6,NA
"3410","UY","Uruguay","","",2020-06-07,-47,-14,-62,-42,-15,15,"domingo",7,6,NA
"3411","UY","Uruguay","","",2020-06-08,-31,-14,-47,-32,-16,14,"lunes",8,6,NA
"3412","UY","Uruguay","","",2020-06-09,-29,-13,-43,-30,-16,12,"martes",9,6,NA
"3413","UY","Uruguay","","",2020-06-10,-22,-6,-33,-24,-15,11,"miercoles",10,6,NA
"3414","UY","Uruguay","","",2020-06-11,-26,-13,-39,-28,-16,12,"jueves",11,6,NA
"3415","UY","Uruguay","","",2020-06-12,-22,-4,-34,-26,-14,12,"viernes",12,6,NA
"3416","UY","Uruguay","","",2020-06-13,-19,5,-44,-29,-9,11,"sabado",13,6,NA
"3417","UY","Uruguay","","",2020-06-14,-28,-4,-45,-34,-5,11,"domingo",14,6,NA
"3418","UY","Uruguay","","",2020-06-15,-24,-10,-41,-29,-15,12,"lunes",15,6,NA
"3419","UY","Uruguay","","",2020-06-16,-24,-10,-31,-26,-13,11,"martes",16,6,NA
"3420","UY","Uruguay","","",2020-06-17,-22,-6,-32,-23,-13,10,"miercoles",17,6,NA
"3421","UY","Uruguay","","",2020-06-18,-32,-18,-48,-35,-19,13,"jueves",18,6,NA
"3422","UY","Uruguay","","",2020-06-19,-27,-5,-47,-33,-33,15,"viernes",19,6,NA
"3423","UY","Uruguay","","",2020-06-20,-20,0,-33,-28,-10,10,"sabado",20,6,NA
"3424","UY","Uruguay","","",2020-06-21,-43,-18,-67,-50,-18,14,"domingo",21,6,NA
"3425","UY","Uruguay","","",2020-06-22,-23,-8,-36,-26,-14,11,"lunes",22,6,NA
"3426","UY","Uruguay","","",2020-06-23,-34,-19,-51,-34,-18,13,"martes",23,6,NA
"3427","UY","Uruguay","","",2020-06-24,-38,-21,-59,-39,-18,14,"miercoles",24,6,NA
"3428","UY","Uruguay","","",2020-06-25,-26,-13,-40,-27,-14,12,"jueves",25,6,NA
"3429","UY","Uruguay","","",2020-06-26,-23,-6,-36,-25,-11,11,"viernes",26,6,NA
"3430","UY","Uruguay","","",2020-06-27,-21,-1,-42,-29,-10,10,"sabado",27,6,NA
"3431","UY","Uruguay","","",2020-06-28,-28,-8,-46,-37,-13,13,"domingo",28,6,NA
"3432","UY","Uruguay","","",2020-06-29,-22,-8,-37,-25,-9,10,"lunes",29,6,NA
"3433","UY","Uruguay","","",2020-06-30,-45,-32,-63,-45,-16,14,"martes",30,6,NA
"3434","UY","Uruguay","","",2020-07-01,-26,-5,-47,-29,-13,11,"miercoles",1,7,NA
"3435","UY","Uruguay","","",2020-07-02,-19,-3,-35,-22,-11,10,"jueves",2,7,NA
"3436","UY","Uruguay","","",2020-07-03,-16,4,-31,-19,-8,10,"viernes",3,7,NA
"3437","UY","Uruguay","","",2020-07-04,-10,10,-35,-23,-8,9,"sabado",4,7,NA
"3438","UY","Uruguay","","",2020-07-05,-21,0,-48,-34,-13,12,"domingo",5,7,NA
"3439","UY","Uruguay","","",2020-07-06,-11,0,-33,-19,-9,10,"lunes",6,7,NA
"3440","UY","Uruguay","","",2020-07-07,-16,-3,-37,-19,-10,9,"martes",7,7,NA
"3441","UY","Uruguay","","",2020-07-08,-18,-4,-42,-20,-10,10,"miercoles",8,7,NA
"3442","UY","Uruguay","","",2020-07-09,-13,-4,-30,-16,-9,9,"jueves",9,7,NA
"3443","UY","Uruguay","","",2020-07-10,-12,3,-33,-17,-8,9,"viernes",10,7,NA
"3444","UY","Uruguay","","",2020-07-11,0,15,-27,-16,-8,8,"sabado",11,7,NA
"3445","UY","Uruguay","","",2020-07-12,-26,-2,-59,-31,-8,11,"domingo",12,7,NA
"3446","UY","Uruguay","","",2020-07-13,-19,-7,-39,-23,-8,11,"lunes",13,7,NA
"3447","UY","Uruguay","","",2020-07-14,-22,-9,-39,-24,-10,10,"martes",14,7,NA
"3448","UY","Uruguay","","",2020-07-15,-20,-5,-35,-21,-9,10,"miercoles",15,7,NA
"3449","UY","Uruguay","","",2020-07-16,-23,-11,-38,-23,-9,10,"jueves",16,7,NA
"3450","UY","Uruguay","","",2020-07-17,-22,-4,-35,-26,-9,10,"viernes",17,7,NA
"3451","UY","Uruguay","","",2020-07-18,-38,-11,-47,-41,-38,15,"sabado",18,7,NA
"3452","UY","Uruguay","","",2020-07-19,-18,-5,-24,-31,-14,11,"domingo",19,7,NA
"3453","UY","Uruguay","","",2020-07-20,-17,-7,-25,-23,-12,10,"lunes",20,7,NA
"3454","UY","Uruguay","","",2020-07-21,-24,-12,-37,-28,-14,10,"martes",21,7,NA
"3455","UY","Uruguay","","",2020-07-22,-31,-17,-51,-31,-16,12,"miercoles",22,7,NA
"3456","UY","Uruguay","","",2020-07-23,-36,-25,-54,-37,-19,14,"jueves",23,7,NA
"3457","UY","Uruguay","","",2020-07-24,-27,-10,-43,-29,-15,13,"viernes",24,7,NA
"3458","UY","Uruguay","","",2020-07-25,-20,-3,-33,-28,-12,10,"sabado",25,7,NA
"3459","UY","Uruguay","","",2020-07-26,-27,-9,-36,-35,-16,12,"domingo",26,7,NA
"3460","UY","Uruguay","","",2020-07-27,-24,-15,-37,-28,-16,11,"lunes",27,7,NA
"3461","UY","Uruguay","","",2020-07-28,-26,-15,-38,-29,-16,10,"martes",28,7,NA
"3462","UY","Uruguay","","",2020-07-29,-24,-12,-33,-27,-17,10,"miercoles",29,7,NA
"3463","UY","Uruguay","","",2020-07-30,-23,-17,-28,-28,-17,10,"jueves",30,7,NA
"3464","UY","Uruguay","","",2020-07-31,-21,-8,-31,-27,-15,11,"viernes",31,7,NA
"3465","UY","Uruguay","","",2020-08-01,-11,5,-17,-22,-10,8,"sabado",1,8,"febrero"
"3466","UY","Uruguay","","",2020-08-02,-22,-4,-33,-35,-15,12,"domingo",2,8,"febrero"
"3467","UY","Uruguay","","",2020-08-03,-14,-5,-15,-21,-5,8,"lunes",3,8,"febrero"
"3468","UY","Uruguay","","",2020-08-04,-10,1,-4,-16,-5,6,"martes",4,8,"febrero"
"3469","UY","Uruguay","","",2020-08-05,-10,1,-8,-15,-5,6,"miercoles",5,8,"febrero"
"3470","UY","Uruguay","","",2020-08-06,-20,-10,-36,-22,-7,8,"jueves",6,8,"febrero"
"3471","UY","Uruguay","","",2020-08-07,-23,-6,-45,-29,-8,11,"viernes",7,8,"febrero"
"3472","UY","Uruguay","","",2020-08-08,-6,10,-32,-21,-9,8,"sabado",8,8,"febrero"
"3473","UY","Uruguay","","",2020-08-09,-30,-7,-57,-38,-17,13,"domingo",9,8,"febrero"
"3474","UY","Uruguay","","",2020-08-10,-10,0,-24,-19,-4,8,"lunes",10,8,"febrero"
"3475","UY","Uruguay","","",2020-08-11,-13,-3,-27,-20,-4,7,"martes",11,8,"febrero"
"3476","UY","Uruguay","","",2020-08-12,-11,-1,-26,-17,-4,7,"miercoles",12,8,"febrero"
"3477","UY","Uruguay","","",2020-08-13,-9,-4,-19,-16,-5,7,"jueves",13,8,"febrero"
"3478","UY","Uruguay","","",2020-08-14,-8,3,-14,-17,-3,7,"viernes",14,8,"febrero"
"3479","UY","Uruguay","","",2020-08-15,2,14,-17,-16,-6,7,"sabado",15,8,"febrero"
